Title,Year,Genres,Rating,Votes,Type
Sardar Udham,2021,"Crime,Drama,History",8.3,50450,movie
Death Proof,2007,"Drama,Thriller",7.0,332400,movie
Hachi: A Dog's Tale,2009,"Biography,Drama,Family",8.1,340512,movie
Another Round,2020,"Comedy,Drama",7.7,224108,movie
Martyrs,2008,Horror,7.0,119120,movie
The Power of the Dog,2021,"Drama,Western",6.8,221493,movie
Poltergeist,2015,"Fantasy,Horror,Thriller",4.9,64339,movie
Outer Banks,2020,"Action,Crime,Drama",7.5,105185,tvSeries
Shershaah,2021,"Action,Biography,Drama",8.3,135937,movie
Lightyear,2022,"Action,Adventure,Animation",6.1,135139,movie
Strange World,2022,"Action,Adventure,Animation",5.7,50300,movie
Amsterdam,2022,"Comedy,Drama,History",6.2,106537,movie
RocknRolla,2008,"Action,Crime,Thriller",7.2,274521,movie
"4 Months, 3 Weeks and 2 Days",2007,Drama,7.9,65575,movie
The Descendants,2011,"Comedy,Drama",7.3,259180,movie
What Happens in Vegas,2008,"Comedy,Romance",6.1,194793,movie
Gamer,2009,"Action,Sci-Fi,Thriller",5.7,143632,movie
Spiral,2021,"Horror,Mystery,Thriller",5.2,76440,movie
Defiance,2008,"Action,Drama,History",7.1,160784,movie
Iron Sky,2012,"Action,Adventure,Comedy",5.9,98620,movie
Righteous Kill,2008,"Crime,Mystery,Thriller",6.0,95650,movie
The Eagle,2011,"Action,Adventure,Drama",6.2,77270,movie
Suspiria,2018,"Drama,Fantasy,Horror",6.7,104392,movie
Laxmii,2020,"Action,Comedy,Horror",2.6,59722,movie
Infinity Pool,2023,"Crime,Horror,Mystery",6.0,72988,movie
John Wick: Chapter 4,2023,"Action,Crime,Thriller",7.6,406554,movie
CODA,2021,"Comedy,Drama,Music",8.0,204789,movie
The Worst Person in the World,2021,"Comedy,Drama,Romance",7.7,124216,movie
The Long Walk,2025,"Horror,Thriller",6.7,102351,movie
The Book of Eli,2010,"Action,Adventure,Drama",6.8,359609,movie
Legion,2010,"Action,Fantasy,Horror",5.3,119158,movie
The Bounty Hunter,2010,"Action,Comedy,Romance",5.6,139943,movie
REC,2007,"Horror,Mystery,Thriller",7.4,215207,movie
Terrifier 2,2022,Horror,6.0,81281,movie
The Proposal,2009,"Comedy,Drama,Romance",6.8,393890,movie
Miracle in Cell No. 7,2019,Drama,8.2,61912,movie
The Legend of Hercules,2014,"Action,Adventure,Fantasy",4.3,57604,movie
Titans,2018,"Action,Adventure,Crime",7.4,119026,tvSeries
Silver Linings Playbook,2012,"Comedy,Drama,Romance",7.7,771081,movie
I Love You Phillip Morris,2009,"Biography,Comedy,Crime",6.6,103190,movie
Year One,2009,Comedy,5.0,108341,movie
G.I. Joe: The Rise of Cobra,2009,"Action,Adventure,Sci-Fi",5.7,220962,movie
Dune: Prophecy,2024,"Action,Adventure,Drama",7.3,66040,tvSeries
Up,2009,"Adventure,Animation,Comedy",8.3,1226468,movie
The Shannara Chronicles,2016,"Adventure,Drama,Fantasy",7.1,65972,tvSeries
Ma Rainey's Black Bottom,2020,"Drama,Music",6.9,77179,movie
Goosebumps,2015,"Adventure,Comedy,Family",6.3,101858,movie
The Invisible Man,2020,"Drama,Horror,Mystery",7.1,281614,movie
The Call,2020,"Crime,Horror,Mystery",7.1,52265,movie
Repo Men,2010,"Action,Sci-Fi,Thriller",6.3,113915,movie
The Big Year,2011,Comedy,6.2,50644,movie
The Midnight Sky,2020,"Adventure,Drama,Sci-Fi",5.7,93977,movie
Clarkson's Farm,2021,"Comedy,Documentary,Reality-TV",9.0,84177,tvSeries
The Hunger Games: The Ballad of Songbirds & Snakes,2023,"Action,Adventure,Drama",6.6,179658,movie
The Imaginarium of Doctor Parnassus,2009,"Adventure,Comedy,Fantasy",6.7,157351,movie
28 Years Later,2025,"Horror,Sci-Fi,Thriller",6.6,200522,movie
Life as We Know It,2010,"Comedy,Drama,Romance",6.5,144418,movie
Transformers: Revenge of the Fallen,2009,"Action,Adventure,Sci-Fi",6.0,452008,movie
Dara of Jasenovac,2020,"Drama,War",8.0,82315,movie
Invictus,2009,"Biography,Drama,History",7.3,173776,movie
Master,2021,"Action,Crime,Drama",7.4,90533,movie
The Invention of Lying,2009,"Comedy,Fantasy,Romance",6.4,156665,movie
Eagle Eye,2008,"Action,Mystery,Thriller",6.6,201247,movie
Cloverfield,2008,"Action,Horror,Sci-Fi",7.0,442210,movie
Mank,2020,"Biography,Drama",6.8,103845,movie
#Alive,2020,"Action,Drama,Horror",6.3,54324,movie
Minari,2020,Drama,7.4,124338,movie
The Wave,2008,"Drama,Thriller",7.6,121157,movie
Heartstopper,2022,"Drama,Romance",8.5,92280,tvSeries
Talk to Me,2022,"Horror,Thriller",7.1,211244,movie
Babylon,2022,"Comedy,Drama",7.1,204381,movie
Thor: Love and Thunder,2022,"Action,Adventure,Comedy",6.1,456109,movie
Boyhood,2014,Drama,7.9,380813,movie
It Ends with Us,2024,"Drama,Romance",6.3,98585,movie
Halloween Kills,2021,"Action,Drama,Horror",5.5,107650,movie
Halloween Ends,2022,"Horror,Mystery,Romance",5.0,82214,movie
A Christmas Carol,2009,"Adventure,Animation,Comedy",6.8,140645,movie
Water for Elephants,2011,"Drama,Romance",6.9,123770,movie
The Marvels,2023,"Action,Adventure,Sci-Fi",5.5,161908,movie
The Fantastic Four: First Steps,2025,"Action,Adventure,Sci-Fi",6.8,250081,movie
Monte Carlo,2011,"Adventure,Comedy,Family",5.8,52084,movie
Hubie Halloween,2020,"Comedy,Horror,Mystery",5.3,67765,movie
Footloose,2011,"Comedy,Drama,Music",5.9,55288,movie
Yes Man,2008,"Comedy,Romance",6.8,403308,movie
Departures,2008,Drama,8.0,57283,movie
The Harder They Fall,2021,"Action,Drama,Western",6.6,77122,movie
Stillwater,2021,"Crime,Drama,Mystery",6.6,63572,movie
K.G.F: Chapter 2,2022,"Action,Crime,Drama",8.2,168262,movie
The Trial of the Chicago 7,2020,"Drama,History,Thriller",7.7,204438,movie
Ghost Rider: Spirit of Vengeance,2011,"Action,Adventure,Fantasy",4.4,133499,movie
The Descent: Part 2,2009,"Adventure,Horror,Thriller",5.7,55411,movie
Don't Worry Darling,2022,"Drama,Mystery,Thriller",6.3,174940,movie
Meet the Spartans,2008,"Comedy,Fantasy",2.8,115041,movie
Skyfall,2012,"Action,Adventure,Thriller",7.8,769126,movie
Love Hard,2021,"Comedy,Romance",6.3,68443,movie
Race to Witch Mountain,2009,"Action,Adventure,Family",5.7,65990,movie
Jonah Hex,2010,"Action,Drama,Fantasy",4.7,64521,movie
Planet Terror,2007,"Action,Comedy,Horror",7.0,232486,movie
Dark Shadows,2012,"Comedy,Fantasy,Horror",6.2,293361,movie
My Sister's Keeper,2009,"Drama,Family",7.3,102452,movie
Night at the Museum: Battle of the Smithsonian,2009,"Adventure,Comedy,Family",6.0,227578,movie
Couples Retreat,2009,Comedy,5.6,120924,movie
Alice in Borderland,2020,"Action,Drama,Horror",7.8,144387,tvSeries
Ice Age: Dawn of the Dinosaurs,2009,"Adventure,Animation,Comedy",6.9,284062,movie
The Kashmir Files,2022,Drama,8.5,578711,movie
Ginny & Georgia,2021,"Comedy,Drama",7.5,106218,tvSeries
The Belko Experiment,2016,"Action,Horror,Thriller",6.2,66482,movie
Quarantine,2008,"Horror,Sci-Fi,Thriller",6.0,83005,movie
The Chestnut Man,2021,"Crime,Drama,Mystery",7.6,62504,tvSeries
Eddie the Eagle,2015,"Adventure,Biography,Comedy",7.3,106980,movie
The Matrix Resurrections,2021,"Action,Sci-Fi",5.6,301357,movie
Rachel Getting Married,2008,"Drama,Romance",6.7,53267,movie
Missing,2023,"Drama,Mystery,Thriller",7.1,71189,movie
Bill & Ted Face the Music,2020,"Adventure,Comedy,Music",5.9,56415,movie
Blended,2014,"Comedy,Romance",6.5,156984,movie
Spider-Man: No Way Home,2021,"Action,Adventure,Fantasy",8.1,1006336,movie
365 Days,2020,"Drama,Romance",3.3,107802,movie
Radhe,2021,"Action,Thriller",1.8,181610,movie
Lone Survivor,2013,"Action,Biography,Drama",7.5,322507,movie
Adventureland,2009,"Comedy,Drama,Romance",6.8,174224,movie
Freaky,2020,"Comedy,Horror,Thriller",6.3,81009,movie
Squid Game,2021,"Action,Crime,Drama",7.9,750119,tvSeries
Paul,2011,"Adventure,Comedy,Sci-Fi",6.9,279983,movie
The Darkest Hour,2011,"Action,Adventure,Horror",4.9,66010,movie
Jab We Met,2007,"Comedy,Drama,Romance",7.9,64812,movie
Confessions of a Shopaholic,2009,"Comedy,Romance",5.9,88450,movie
Titane,2021,"Drama,Horror,Sci-Fi",6.4,65589,movie
Bad Lieutenant: Port of Call New Orleans,2009,"Crime,Drama,Mystery",6.6,84384,movie
Ant-Man and the Wasp: Quantumania,2023,"Action,Adventure,Comedy",6.0,266650,movie
Old,2021,"Drama,Mystery,Thriller",5.8,182333,movie
Nope,2022,"Horror,Mystery,Sci-Fi",6.8,312952,movie
Dragonball Evolution,2009,"Action,Adventure,Fantasy",2.5,84531,movie
Ted Lasso,2020,"Comedy,Drama,Sport",8.8,435904,tvSeries
Twilight,2008,"Drama,Fantasy,Romance",5.4,523211,movie
Spirited,2022,"Comedy,Family,Fantasy",6.6,59362,movie
Foxcatcher,2014,"Biography,Drama,History",7.0,154644,movie
Pig,2021,"Drama,Mystery",6.9,103832,movie
The Babysitter: Killer Queen,2020,"Comedy,Horror",5.8,59288,movie
Killers,2010,"Action,Comedy,Romance",5.5,99504,movie
Demon Slayer: Kimetsu no Yaiba - The Movie: Mugen Train,2020,"Action,Adventure,Animation",8.2,99053,movie
Leverage,2008,"Crime,Mystery,Thriller",7.9,56871,tvSeries
Tron: Legacy,2010,"Action,Adventure,Sci-Fi",6.8,385846,movie
Yellowjackets,2021,"Drama,Mystery,Thriller",7.7,113641,tvSeries
Toofaan,2021,"Drama,Sport",6.1,53228,movie
Madame Web,2024,"Action,Thriller",4.1,113344,movie
Wrath of Man,2021,"Action,Crime,Thriller",7.1,236315,movie
Paddington,2014,"Adventure,Comedy,Family",7.3,155152,movie
The Taking of Pelham 123,2009,"Action,Crime,Thriller",6.4,216700,movie
Troll,2022,"Action,Adventure,Drama",5.8,58338,movie
Tandav,2021,"Drama,Thriller",4.7,65522,tvSeries
Arcane,2021,"Action,Adventure,Animation",9.0,436824,tvSeries
Boiling Point,2021,"Drama,Thriller",7.5,55429,movie
The Northman,2022,"Action,Adventure,Drama",7.0,296768,movie
Creed III,2023,"Action,Drama,Sport",6.7,106132,movie
Paul Blart: Mall Cop,2009,"Action,Comedy,Crime",5.3,124431,movie
IF,2024,"Animation,Comedy,Drama",6.4,65431,movie
Pieces of a Woman,2020,Drama,7.0,59912,movie
Jackass 3D,2010,"Action,Comedy,Documentary",7.0,70787,movie
Felon,2008,"Action,Drama,Thriller",7.4,87642,movie
Fringe,2008,"Drama,Mystery,Sci-Fi",8.4,268992,tvSeries
The Hangover,2009,Comedy,7.7,922273,movie
House of the Dragon,2022,"Action,Adventure,Drama",8.3,517744,tvSeries
Blue Valentine,2010,"Drama,Romance",7.3,224232,movie
Seventh Son,2014,"Action,Adventure,Fantasy",5.5,84421,movie
The Smashing Machine,2025,"Action,Biography,Drama",6.3,65816,movie
House of Gucci,2021,"Biography,Crime,Drama",6.6,173935,movie
Crank: High Voltage,2009,"Action,Thriller",6.1,166588,movie
The Unforgivable,2021,"Crime,Drama,Mystery",7.2,127419,movie
The Ides of March,2011,"Drama,Thriller",7.1,238362,movie
Free State of Jones,2016,"Action,Biography,Drama",6.9,67910,movie
Sons of Anarchy,2008,"Crime,Drama,Thriller",8.5,352704,tvSeries
Scream,2022,"Horror,Mystery,Thriller",6.3,184806,movie
The Legend of Vox Machina,2022,"Action,Adventure,Animation",8.4,53086,tvSeries
Dog,2022,"Comedy,Drama",6.5,52022,movie
The Wrestler,2008,"Drama,Sport",7.9,330373,movie
Big Eyes,2014,"Biography,Crime,Drama",6.9,104304,movie
Burlesque,2010,"Drama,Music,Musical",6.4,98847,movie
Morning Glory,2010,"Comedy,Drama,Romance",6.5,87155,movie
Licorice Pizza,2021,"Comedy,Drama,Romance",7.1,158840,movie
Drag Me to Hell,2009,Horror,6.6,229964,movie
Severance,2022,"Drama,Mystery,Sci-Fi",8.6,379852,tvSeries
Don't Look Up,2021,"Comedy,Drama,Sci-Fi",7.1,665466,movie
The Unbearable Weight of Massive Talent,2022,"Action,Comedy,Crime",7.0,177677,movie
Transporter 3,2008,"Action,Thriller",6.1,184996,movie
The Informant!,2009,"Biography,Comedy,Crime",6.5,69724,movie
Rebel Ridge,2024,"Action,Crime,Drama",6.8,101143,movie
Shutter Island,2010,"Drama,Mystery,Thriller",8.2,1629582,movie
Vikings: Valhalla,2022,"Action,Adventure,Drama",7.4,70526,tvSeries
Joker: Folie à Deux,2024,"Drama,Musical,Thriller",5.2,179876,movie
The Boat That Rocked,2009,"Comedy,Drama,Music",7.3,120169,movie
Jennifer's Body,2009,"Comedy,Horror",5.6,169148,movie
Warehouse 13,2009,"Adventure,Drama,Mystery",7.6,60880,tvSeries
The Girl with the Dragon Tattoo,2009,"Crime,Drama,Mystery",7.8,230000,movie
Saw V,2008,"Horror,Thriller",5.8,147386,movie
Green Lantern,2011,"Action,Adventure,Sci-Fi",5.5,307654,movie
Takers,2010,"Action,Crime,Drama",6.2,68310,movie
Dollhouse,2009,"Drama,Mystery,Sci-Fi",7.7,53569,tvSeries
Duplicity,2009,"Comedy,Crime,Romance",6.1,53757,movie
Julie & Julia,2009,"Biography,Drama,Romance",7.0,135493,movie
Renfield,2023,"Action,Comedy,Fantasy",6.4,118868,movie
Sex Drive,2008,"Comedy,Romance",6.5,95635,movie
District 9,2009,"Action,Sci-Fi,Thriller",7.9,749537,movie
The Killer,2023,"Action,Adventure,Crime",6.7,221379,movie
Death Wish,2018,"Action,Crime,Drama",6.3,82872,movie
Kingdom of the Planet of the Apes,2024,"Action,Adventure,Drama",6.8,166829,movie
The Ghost Writer,2010,"Crime,Drama,Mystery",7.2,176363,movie
The Unborn,2009,"Horror,Mystery,Thriller",4.7,54658,movie
Let the Right One In,2008,"Drama,Fantasy,Horror",7.8,239034,movie
Totally Killer,2023,"Comedy,Horror,Mystery",6.5,68080,movie
Frankenweenie,2012,"Animation,Comedy,Drama",6.9,125827,movie
The Ugly Truth,2009,"Comedy,Romance",6.4,240927,movie
The Final Destination,2009,"Horror,Thriller",5.1,139967,movie
The Social Dilemma,2020,"Documentary,Drama",7.6,93921,movie
Jackass Forever,2022,"Action,Comedy,Documentary",6.8,54608,movie
Orphan,2009,"Horror,Mystery,Thriller",7.0,276176,movie
The White Ribbon,2009,"Drama,Mystery,Thriller",7.8,81245,movie
The Perfect Couple,2024,"Crime,Drama,Mystery",6.5,71419,tvSeries
Beastly,2011,"Drama,Fantasy,Romance",5.5,81857,movie
Public Enemies,2009,"Biography,Crime,Drama",6.9,333958,movie
"I Love You, Man",2009,"Comedy,Romance",7.0,225043,movie
The Karate Kid,2010,"Action,Drama,Family",6.3,225467,movie
Farha,2021,Drama,8.0,91084,movie
Man on Wire,2008,"Biography,Crime,Documentary",7.7,60974,movie
A Complete Unknown,2024,"Biography,Drama,Music",7.3,114647,movie
Zombieland,2009,"Action,Comedy,Horror",7.5,663720,movie
Glass Onion,2022,"Comedy,Crime,Drama",7.1,518115,movie
Dune: Part One,2021,"Action,Adventure,Drama",8.0,1026126,movie
The Rite,2011,"Drama,Horror,Mystery",6.0,105857,movie
Biutiful,2010,"Drama,Romance",7.4,97728,movie
Riders of Justice,2020,"Action,Comedy,Drama",7.5,74999,movie
Lilo & Stitch,2025,"Action,Adventure,Comedy",6.7,92000,movie
The Witcher: Nightmare of the Wolf,2021,"Action,Adventure,Animation",7.2,54894,movie
Ghajini,2008,"Action,Mystery,Thriller",7.4,71818,movie
The Man from Toronto,2022,"Action,Adventure,Comedy",5.8,66252,movie
Only Murders in the Building,2021,"Comedy,Crime,Drama",8.0,202060,tvSeries
The Hobbit: The Desolation of Smaug,2013,"Adventure,Fantasy",7.8,750071,movie
Mayor of Kingstown,2021,"Crime,Drama,Thriller",8.2,71379,tvSeries
Demolition,2015,"Comedy,Drama",7.0,132067,movie
Whip It,2009,"Drama,Sport",6.9,72253,movie
Bronson,2008,"Action,Crime,Drama",7.0,148904,movie
The Company Men,2010,Drama,6.7,50758,movie
The House of the Devil,2009,"Horror,Mystery",6.3,55348,movie
One Piece,2023,"Action,Adventure,Comedy",8.3,185847,tvSeries
The Terminal List,2022,"Action,Drama,Thriller",7.9,126249,tvSeries
An Education,2009,Drama,7.2,140855,movie
W.,2008,"Biography,Comedy,Drama",6.3,51354,movie
Texas Chainsaw Massacre,2022,"Crime,Drama,Horror",4.7,69656,movie
All Good Things,2010,"Crime,Drama,Mystery",6.2,63497,movie
Away We Go,2009,"Comedy,Drama,Romance",7.0,56588,movie
Whatever Works,2009,"Comedy,Romance",7.1,79080,movie
From Paris with Love,2010,"Action,Crime,Thriller",6.4,126680,movie
A Nightmare on Elm Street,2010,"Crime,Drama,Horror",5.2,114559,movie
My Bloody Valentine,2009,"Horror,Mystery,Thriller",5.4,64905,movie
Paranormal Activity,2007,"Horror,Mystery",6.3,270956,movie
10 Cloverfield Lane,2016,"Drama,Horror,Sci-Fi",7.2,382045,movie
The Banshees of Inisherin,2022,"Comedy,Drama",7.6,292866,movie
Hacks,2021,"Comedy,Drama",8.2,60966,tvSeries
Black Death,2010,"Action,Drama,History",6.4,54348,movie
Tiger King,2020,"Biography,Crime,Documentary",7.5,90615,tvSeries
Moon,2009,"Drama,Mystery,Sci-Fi",7.8,393034,movie
Rab Ne Bana Di Jodi,2008,"Comedy,Drama,Music",7.2,59220,movie
Orphan: First Kill,2022,"Crime,Drama,Horror",5.9,53591,movie
When in Rome,2010,"Comedy,Romance",5.5,67004,movie
Waltz with Bashir,2008,"Animation,Biography,Documentary",8.0,62468,movie
Star Wars: The Clone Wars,2008,"Action,Adventure,Animation",6.0,80520,movie
The Creator,2023,"Action,Adventure,Drama",6.7,194653,movie
Ninja Assassin,2009,"Action,Thriller",6.3,79428,movie
Prey,2022,"Action,Adventure,Horror",7.1,269939,movie
Agora,2009,"Adventure,Biography,Drama",7.1,76094,movie
3 Idiots,2009,"Comedy,Drama",8.4,478276,movie
Triangle,2009,"Fantasy,Mystery,Sci-Fi",6.9,147133,movie
Pandorum,2009,"Action,Horror,Mystery",6.7,167041,movie
My Name Is Khan,2010,"Drama,Romance",7.9,122684,movie
The Skin I Live In,2011,"Drama,Mystery,Thriller",7.6,179291,movie
The Lincoln Lawyer,2011,"Crime,Drama,Mystery",7.3,269053,movie
2012,2009,"Action,Adventure,Sci-Fi",5.9,419734,movie
Black Dynamite,2009,"Action,Comedy",7.4,54185,movie
The Chaser,2008,"Action,Crime,Drama",7.8,79801,movie
The Boys,2019,"Action,Comedy,Crime",8.6,840169,tvSeries
Hocus Pocus 2,2022,"Comedy,Family,Fantasy",6.0,58992,movie
Enter the Void,2009,"Drama,Fantasy",7.2,94066,movie
Asur: Welcome to Your Dark Side,2020,"Crime,Drama,Mystery",8.5,70467,tvSeries
Rango,2011,"Action,Adventure,Animation",7.3,316745,movie
Up in the Air,2009,"Comedy,Drama,Romance",7.4,359872,movie
Step Up 3D,2010,"Drama,Music,Romance",6.2,62229,movie
The Bourne Legacy,2012,"Action,Adventure,Thriller",6.6,327319,movie
The Five-Year Engagement,2012,"Comedy,Drama,Romance",6.2,104988,movie
Diary of a Wimpy Kid,2010,"Comedy,Drama,Family",6.3,65594,movie
The Mentalist,2008,"Crime,Drama,Mystery",8.2,221849,tvSeries
Singham Again,2024,"Action,Crime,Drama",4.3,76094,movie
Law Abiding Citizen,2009,"Action,Crime,Drama",7.4,343459,movie
Observe and Report,2009,"Action,Comedy,Crime",5.8,67245,movie
Merlin,2008,"Adventure,Drama,Fantasy",7.9,93070,tvSeries
The Thursday Murder Club,2025,"Comedy,Crime,Mystery",6.5,82736,movie
Violent Night,2022,"Action,Comedy,Thriller",6.7,120840,movie
Watcher,2022,"Drama,Horror,Mystery",6.3,60848,movie
Panchayat,2020,"Comedy,Drama",9.0,116130,tvSeries
Funny People,2009,"Comedy,Drama",6.3,127067,movie
Harry Potter and the Deathly Hallows: Part 2,2011,"Adventure,Family,Fantasy",8.1,1037758,movie
Furiosa: A Mad Max Saga,2024,"Action,Adventure,Sci-Fi",7.5,316333,movie
The Muppets,2011,"Adventure,Comedy,Family",7.1,100662,movie
Last Vegas,2013,Comedy,6.6,140048,movie
Ouija,2014,"Horror,Mystery,Thriller",4.5,61631,movie
Gran Torino,2008,Drama,8.1,858098,movie
The Rebound,2009,"Comedy,Romance",6.3,52256,movie
Jack Ryan: Shadow Recruit,2014,"Action,Drama,Thriller",6.2,142689,movie
Out of the Furnace,2013,"Crime,Drama,Thriller",6.7,131564,movie
Rambo: Last Blood,2019,"Action,Crime,Thriller",6.1,118932,movie
Brooklyn's Finest,2009,"Crime,Drama,Thriller",6.7,68652,movie
Moneyball,2011,"Biography,Drama,Sport",7.6,504952,movie
The Lone Ranger,2013,"Action,Adventure,Drama",6.4,252228,movie
Doctor Strange,2016,"Action,Adventure,Fantasy",7.5,873565,movie
Escape Plan,2013,"Action,Thriller",6.7,269754,movie
Hereafter,2010,"Drama,Fantasy,Romance",6.5,98186,movie
The Lost City of Z,2016,"Adventure,Biography,Drama",6.6,105323,movie
The Back-up Plan,2010,"Comedy,Romance",5.3,54643,movie
Lawless,2012,"Biography,Crime,Drama",7.2,262027,movie
First Man,2018,"Biography,Drama,History",7.3,214848,movie
Disaster Movie,2008,"Comedy,Sci-Fi",1.9,97699,movie
London Boulevard,2010,"Crime,Drama",6.2,51673,movie
The World's End,2013,"Action,Comedy,Sci-Fi",6.9,311808,movie
Cars 2,2011,"Adventure,Animation,Comedy",6.2,252476,movie
The Girl Who Played with Fire,2009,"Action,Crime,Drama",7.1,101689,movie
Kill the Messenger,2014,"Biography,Crime,Drama",6.9,50108,movie
Leap Year,2010,"Comedy,Romance",6.5,115963,movie
Mother,2009,"Crime,Drama,Mystery",7.7,79837,movie
Brave,2012,"Action,Adventure,Animation",7.1,476138,movie
Battle Los Angeles,2011,"Action,Adventure,Sci-Fi",5.7,189920,movie
Castle,2009,"Comedy,Crime,Drama",8.1,185729,tvSeries
Limitless,2011,"Sci-Fi,Thriller",7.4,643933,movie
Legend of the Guardians: The Owls of Ga'Hoole,2010,"Action,Adventure,Animation",6.9,91645,movie
Ghost in the Shell,2017,"Action,Crime,Drama",6.3,238708,movie
The Fourth Kind,2009,"Horror,Mystery,Sci-Fi",5.9,85870,movie
The Inbetweeners,2008,Comedy,8.4,100378,tvSeries
Resident Evil: Afterlife,2010,"Action,Horror,Sci-Fi",5.8,186766,movie
Ip Man,2008,"Action,Biography,Drama",8.0,242615,movie
Zookeeper,2011,"Comedy,Family,Fantasy",5.2,69327,movie
Extract,2009,"Comedy,Crime,Romance",6.1,52662,movie
65,2023,"Action,Adventure,Sci-Fi",5.4,105576,movie
Thirteen Lives,2022,"Biography,Drama,Thriller",7.8,78255,movie
The Acolyte,2024,"Action,Adventure,Fantasy",4.3,141613,tvSeries
Get Him to the Greek,2010,"Comedy,Music",6.3,190011,movie
Edge of Darkness,2010,"Action,Adventure,Drama",6.6,103170,movie
Extraction II,2023,"Action,Crime,Thriller",7.0,171388,movie
The Debt,2010,"Drama,Thriller",6.8,73778,movie
In the Loop,2009,Comedy,7.4,64052,movie
Beautiful Boy,2018,"Biography,Drama",7.4,126156,movie
Iron Man 2,2010,"Action,Sci-Fi",6.9,931341,movie
Let Me In,2010,"Drama,Fantasy,Horror",7.1,132840,movie
Mission: Impossible - Ghost Protocol,2011,"Action,Adventure,Thriller",7.4,563103,movie
Anchorman 2: The Legend Continues,2013,Comedy,6.3,201260,movie
